,cnn,bbc,nbc,fox,aljazeera,wp,newyorker,newyorker_2,newyorker_3,newyorker_4,newyorker_5,newyorker_6,newyorker_7,newyorker_8,newyorker_9,newyorker_10,newyorker_11,newyorker_12,newyorker_13,newyorker_14,newyorker_15,newyorker_16,newyorker_17,newyorker_18,newyorker_19,newyorker_20,newyorker_21,newyorker_22,newyorker_23,newyorker_24,newyorker_25,newyorker_26,newyorker_27,newyorker_28,newyorker_29,newyorker_30,newyorker_31,newyorker_32,newyorker_33,newyorker_34,newyorker_35,newyorker_36,newyorker_37,newyorker_38
10,https://www.cnn.com/2022/09/25/opinions/britain-empire-history-kenya-bergen/index.html,https://www.bbc.com/news/world-africa-62768438,https://www.nbcnews.com/video/millions-face-food-insecurity-in-somalia-s-worst-drought-for-40-years-153217093679,https://www.foxnews.com/world/building-collapse-kenya-kills-3,https://www.aljazeera.com/podcasts/2022/11/21/african-coaches-take-centre-stage-at-world-cup-2022,https://www.washingtonpost.com/world/2022/11/06/zebra-elephants-kenya-drought-deaths/,https://www.newyorker.com/magazine/2022/07/25/can-an-artists-collective-in-africa-repair-a-colonial-legacy,https://www.newyorker.com/magazine/closeup-dept,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/culture/culture-desk,https://www.newyorker.com/magazine/up-lifes-ladder,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/news/news-desk/malis-hotel-hostage-siege,https://www.newyorker.com/culture/photo-booth/a-maternal-rite-of-passage-in-democratic-republic-of-congo,https://www.newyorker.com/culture/photo-booth,https://www.newyorker.com/contributors/alexis-okeowo,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/magazine/briefly-noted,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/contributors/sasha-frere-jones,https://www.newyorker.com/news/news-desk/the-crisis-in-a-nutshell-turnover-in-tunisia,https://www.newyorker.com/contributors/eileen-reynolds,https://www.newyorker.com/culture/photo-booth/on-and-off-the-walls-pieter-hugos-africa,https://www.newyorker.com/news/news-desk/close-read-the-president-the-pope-and-the-prevent-defense,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/magazine/2006/10/16/half-of-a-yellow-sun,https://www.newyorker.com/magazine/2005/10/24/what-money-can-buy,https://www.newyorker.com/magazine/2003/06/02/lost-and-found-11,https://www.newyorker.com/magazine/2002/03/18/helping-hands,https://www.newyorker.com/magazine/2000/10/09/postcard-from-the-veldt-a-first-kill,https://www.newyorker.com/magazine/1999/08/23/rope-burn,https://www.newyorker.com/magazine/1998/08/03/the-enigma-of-friendship,https://www.newyorker.com/magazine/1998/01/19/juliana-cloth,https://www.newyorker.com/magazine/1996/11/11,https://www.newyorker.com/magazine/1995/03/20/a-world-of-dust,https://www.newyorker.com/magazine/1993/04/26/the-guide-2,https://www.newyorker.com/magazine/1986/12/22,https://www.newyorker.com/magazine/1983/04/04/bruns,https://www.newyorker.com/magazine/1978/06/12/affairs-of-state-2,https://www.newyorker.com/magazine/1971/08/14/comment-5364,https://www.newyorker.com/magazine/1967/05/20/christmas-with-the-walkers,https://www.newyorker.com/magazine/1962/06/09,https://www.newyorker.com/magazine/1954/11/06/dr-perelman-i-presume-or-small-bore-in-africa-the-artemisses,https://www.newyorker.com/magazine/1944/10/28/moroccan-multiplicity
11,https://www.cnn.com/style/article/great-star-of-africa-diamond-intl-lgs/index.html,https://www.bbc.com/news/world-africa-63638459,https://www.nbcnews.com/video/climate-change-activists-demand-human-rights-justice-at-cop27-153142341908,https://www.foxnews.com/world/uganda-fearful-losing-doctors-amid-eolba-outbreak,https://www.aljazeera.com/news/2022/11/21/equatorial-guinea-ruling-party-wins-99-of-votes-early-election-results,https://www.washingtonpost.com/people/bryan-pietsch/,https://www.newyorker.com/contributors/alice-gregory,https://www.newyorker.com/magazine/2021/05/24,https://www.newyorker.com/news/news-desk/the-woman-shaking-up-the-diamond-industry-finds-yet-another-huge-gem,https://www.newyorker.com/culture/culture-desk/this-is-congo-and-the-ongoing-despair-in-the-democratic-republic-of-the-congo,https://www.newyorker.com/magazine/2017/09/04,https://www.newyorker.com/news/news-desk/a-win-in-the-ground-war-against-elephant-poachers-in-africa,https://www.newyorker.com/news/news-desk/malis-hotel-hostage-siege,https://www.newyorker.com/culture/photo-booth/a-maternal-rite-of-passage-in-democratic-republic-of-congo,https://www.newyorker.com/culture/photo-booth/viviane-sassens-fashion-photography,https://www.newyorker.com/news/daily-comment,https://www.newyorker.com/magazine/2013/10/07,https://www.newyorker.com/magazine/2013/01/14,https://www.newyorker.com/news/news-desk/talking-about-aids-in-africa,https://www.newyorker.com/magazine/coming-to-america,https://www.newyorker.com/news/news-desk/the-crisis-in-a-nutshell-turnover-in-tunisia,https://www.newyorker.com/books/page-turner,https://www.newyorker.com/contributors/elisabeth-biondi,https://www.newyorker.com/news/news-desk/close-read-the-president-the-pope-and-the-prevent-defense,https://www.newyorker.com/magazine/2008/06/23,https://www.newyorker.com/magazine/2006/10/16/half-of-a-yellow-sun,https://www.newyorker.com/magazine/2005/10/24/what-money-can-buy,https://www.newyorker.com/magazine/2003/06/02/lost-and-found-11,https://www.newyorker.com/magazine/2002/03/18/helping-hands,https://www.newyorker.com/magazine/2000/10/09/postcard-from-the-veldt-a-first-kill,https://www.newyorker.com/contributors/henry-louis-gates-jr,https://www.newyorker.com/contributors/paul-theroux,https://www.newyorker.com/magazine/1998/01/19/juliana-cloth,https://www.newyorker.com/magazine/1996/11/11/hyena,https://www.newyorker.com/magazine/1995/03/20/a-world-of-dust,https://www.newyorker.com/magazine/1993/04/26/the-guide-2,https://www.newyorker.com/magazine/1986/12/22/the-life-and-times-of-joe-bob-briggs-so-far,https://www.newyorker.com/magazine/1983/04/04/bruns,https://www.newyorker.com/magazine/1978/06/12/affairs-of-state-2,https://www.newyorker.com/magazine/1971/08/14/comment-5364,https://www.newyorker.com/magazine/1967/05/20/christmas-with-the-walkers,https://www.newyorker.com/magazine/1962/06/09/a-gift-too-late,https://www.newyorker.com/magazine/1954/11/06/dr-perelman-i-presume-or-small-bore-in-africa-the-artemisses,https://www.newyorker.com/magazine/1944/10/28/moroccan-multiplicity
12,https://www.cnn.com/style/article/ben-enwonwu-queen-elizabeth-sculpture-intl-lgs/index.html,https://www.bbc.com/news/world-africa-63684118,https://www.nbcnews.com/now/video/mass-burial-held-in-tanzania-for-19-victims-of-plane-crash-152873029792,https://www.foxnews.com/world/mediterraneans-fast-warming-waters-threaten-coastal-livelihoods,https://www.aljazeera.com/news/2022/11/21/south-african-court-orders-zuma-back-to-jail-after-ruling-medical-parole-was-unlawful,https://www.washingtonpost.com/world/2022/11/02/ethiopia-tigray-war-truce/,https://www.newyorker.com/magazine/books,https://www.newyorker.com/magazine/2021/05/24/tracing-the-african-diaspora-in-food,https://www.newyorker.com/news/news-desk/the-woman-shaking-up-the-diamond-industry-finds-yet-another-huge-gem,https://www.newyorker.com/culture/culture-desk/this-is-congo-and-the-ongoing-despair-in-the-democratic-republic-of-the-congo,https://www.newyorker.com/magazine/2017/09/04/a-photojournalists-narrow-survival,https://www.newyorker.com/news/news-desk/a-win-in-the-ground-war-against-elephant-poachers-in-africa,https://www.newyorker.com/contributors/alexis-okeowo,https://www.newyorker.com/contributors/laurence-butet-roch,https://www.newyorker.com/culture/photo-booth/viviane-sassens-fashion-photography,https://www.newyorker.com/news/daily-comment/whats-ebola,https://www.newyorker.com/magazine/2013/10/07/im-the-meat-youre-the-knife,https://www.newyorker.com/magazine/2013/01/14/a-bit-of-difference,https://www.newyorker.com/news/news-desk/talking-about-aids-in-africa,https://www.newyorker.com/magazine/2011/04/18,https://www.newyorker.com/contributors/samantha-henig,https://www.newyorker.com/books/page-turner/binyavanga-wainainas-africa,https://www.newyorker.com/books/page-turner,https://www.newyorker.com/contributors/amy-davidson-sorkin,https://www.newyorker.com/magazine/2008/06/23/the-headstrong-historian,https://www.newyorker.com/magazine/the-current-cinema,https://www.newyorker.com/contributors/michael-specter,https://www.newyorker.com/contributors/adam-hochschild,https://www.newyorker.com/contributors/john-cassidy,https://www.newyorker.com/contributors/dana-goodyear,https://www.newyorker.com/magazine/poems,https://www.newyorker.com/magazine/letter-from-liberia,https://www.newyorker.com/contributors/t-coraghessan-boyle,https://www.newyorker.com/magazine/1996/11/11/hyena,https://www.newyorker.com/contributors/william-finnegan,https://www.newyorker.com/contributors/melanie-sumner,https://www.newyorker.com/magazine/1986/12/22/the-life-and-times-of-joe-bob-briggs-so-far,https://www.newyorker.com/contributors/norman-rush,https://www.newyorker.com/contributors/richard-h-rovere,https://www.newyorker.com/contributors/richard-harris,https://www.newyorker.com/contributors/emily-hahn,https://www.newyorker.com/magazine/1962/06/09/a-gift-too-late,https://www.newyorker.com/contributors/s-j-perelman,https://www.newyorker.com/contributors/fred-packard
13,https://www.cnn.com/2022/11/19/world/cop27-egypt-agreement-climate-intl/index.html,https://www.bbc.com/news/world-africa-63668454,https://www.nbcnews.com/video/al-gore-tells-cop27-climate-summit-in-egypt-to-end-fossil-fuel-dependency-152801349551,https://www.foxnews.com/world/ugandan-climate-activist-protests-outside-cop27-un-climate-summit-egypt,https://www.aljazeera.com/qatar-world-cup-2022/,https://www.washingtonpost.com/people/katharine-houreld/,https://www.newyorker.com/magazine/2022/06/27,https://www.newyorker.com/magazine/2021/05/24/tracing-the-african-diaspora-in-food,https://www.newyorker.com/contributors/ed-caesar,https://www.newyorker.com/contributors/peter-canby,https://www.newyorker.com/magazine/2017/09/04/a-photojournalists-narrow-survival,https://www.newyorker.com/contributors/peter-canby,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/news/amy-davidson-sorkin,https://www.newyorker.com/contributors/siobhan-bohnacker,https://www.newyorker.com/news/daily-comment/whats-ebola,https://www.newyorker.com/magazine/2013/10/07/im-the-meat-youre-the-knife,https://www.newyorker.com/magazine/2013/01/14/a-bit-of-difference,https://www.newyorker.com/contributors/alexis-okeowo,https://www.newyorker.com/magazine/2011/04/18/home-strange-home,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/books/page-turner/binyavanga-wainainas-africa,https://www.newyorker.com/books/page-turner/e-books-in-africa,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/magazine/2008/06/23/the-headstrong-historian,https://www.newyorker.com/magazine/2006/10/02,https://www.newyorker.com/magazine/taboos,https://www.newyorker.com/magazine/books,https://www.newyorker.com/magazine/briefly-noted,https://www.newyorker.com/magazine/a-reporter-at-large,https://www.newyorker.com/magazine/1999/07/19,https://www.newyorker.com/magazine/1998/07/27,https://www.newyorker.com/magazine/comment,https://www.newyorker.com/contributors/joanna-greenfield,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/contributors/calvin-trillin,https://www.newyorker.com/magazine/books,https://www.newyorker.com/magazine/a-reporter-at-large,https://www.newyorker.com/magazine/the-talk-of-the-town,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/contributors/dan-jacobson,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/magazine/fiction
14,https://www.cnn.com/2022/11/17/africa/cop27-egypt-africa-climate-intl-cmd/index.html,https://www.bbc.com/news/world-africa-63670262,https://www.nbcnews.com/video/fire-breaks-out-high-up-on-kilimanjaro-151345221809,https://www.foxnews.comhttps://open.spotify.com/show/7A4YfyFtNOZhqMV7F3kYVu,https://www.aljazeera.com/sports/2022/11/21/our-ai-robots-predictions-for-todays-world-cup-matches,https://www.washingtonpost.com/world/2022/10/30/somalia-mogadishu-bombings-death/,https://www.newyorker.com/magazine/2022/06/27/when-a-novel-reimagines-a-nation-patrice-nganang-cameroon-trilogy-a-trail-of-crab-tracks,https://www.newyorker.com/contributors/helen-rosner,https://www.newyorker.com/culture/the-new-yorker-documentary,https://www.newyorker.com/culture/photo-booth,https://www.newyorker.com/contributors/david-owen,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/news/news-desk/terror-in-mali,https://www.newyorker.com/news/amy-davidson/obamas-republican-noise-complaints,https://www.newyorker.com/books/page-turner,https://www.newyorker.com/contributors/michael-specter,https://www.newyorker.com/contributors/paul-theroux,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/magazine/secret-ingredients,https://www.newyorker.com/magazine/2011/04/18/home-strange-home,https://www.newyorker.com/news/news-desk/ten-biggest-africa-stories-of-2010,https://www.newyorker.com/contributors/alexis-okeowo,https://www.newyorker.com/books/page-turner/e-books-in-africa,https://www.newyorker.com/news/evan-osnos/china-doubles-down-in-africa,https://www.newyorker.com/contributors/chimamanda-ngozi-adichie,https://www.newyorker.com/magazine/2006/10/02/power-players,https://www.newyorker.com/magazine/2005/09/05,https://www.newyorker.com/magazine/2003/03/24,https://www.newyorker.com/magazine/2002/01/28,https://www.newyorker.com/magazine/2000/09/25,https://www.newyorker.com/magazine/1999/07/19/une-vie-sans-ailleurs-translated-from-the-afrikaans-by-rita-dove,https://www.newyorker.com/magazine/1998/07/27/the-devil-they-know,https://www.newyorker.com/magazine/1997/10/06,https://www.newyorker.com/magazine/letter-from-zaire,https://www.newyorker.com/magazine/1995/02/13,https://www.newyorker.com/magazine/1991/04/22,https://www.newyorker.com/magazine/the-talk-of-the-town,https://www.newyorker.com/magazine/1981/09/07,https://www.newyorker.com/magazine/1977/07/18,https://www.newyorker.com/magazine/1971/06/26,https://www.newyorker.com/magazine/1967/04/15,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/magazine/1954/08/28,https://www.newyorker.com/magazine/1943/09/25
15,https://www.cnn.com/style/article/black-panther-2-wakanda-forever-lagos-premiere-spc-intl/index.html,https://www.bbc.com/news/world-africa-63666182,https://www.nbcnews.com/video/ebola-outbreak-threatens-to-overwhelm-ugandan-health-care-150829125586,,,https://www.washingtonpost.com/world/2022/10/28/somalia-famine-climate-change/,https://www.newyorker.com/magazine/2022/06/27/when-a-novel-reimagines-a-nation-patrice-nganang-cameroon-trilogy-a-trail-of-crab-tracks,https://www.newyorker.com/magazine/letter-from-gambia,https://www.newyorker.com/culture/the-new-yorker-documentary/how-a-busker-became-an-international-advocate-for-people-with-albinism,https://www.newyorker.com/culture/photo-booth/the-drum-majorettes-of-cape-town,https://www.newyorker.com/magazine/a-reporter-at-large,https://www.newyorker.com/news/news-desk/the-dangerous-route-of-ethiopian-migrants,https://www.newyorker.com/news/news-desk/terror-in-mali,https://www.newyorker.com/news/amy-davidson/obamas-republican-noise-complaints,https://www.newyorker.com/books/page-turner/glenna-gordon-photographing-unphotographable,https://www.newyorker.com/magazine/comment,https://www.newyorker.com/magazine/letter-from-somalia,https://www.newyorker.com/news/news-desk/the-eight-most-fascinating-africans-of-2012,https://www.newyorker.com/magazine/2011/11/21,https://www.newyorker.com/contributors/teju-cole,https://www.newyorker.com/news/news-desk/ten-biggest-africa-stories-of-2010,https://www.newyorker.com/magazine/20-under-40-fiction,https://www.newyorker.com/contributors/macy-halford,https://www.newyorker.com/news/evan-osnos/china-doubles-down-in-africa,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/magazine/2006/10/02/power-players,https://www.newyorker.com/magazine/2005/09/05/peacock,https://www.newyorker.com/magazine/2003/03/24/stone-of-the-heart,https://www.newyorker.com/magazine/2002/01/28/dont-lets-go-to-the-dogs-tonight,https://www.newyorker.com/magazine/2000/09/25/forsaken,https://www.newyorker.com/magazine/1999/07/19/une-vie-sans-ailleurs-translated-from-the-afrikaans-by-rita-dove,https://www.newyorker.com/magazine/1998/07/27/the-devil-they-know,https://www.newyorker.com/magazine/1997/10/06/stonewall-kabila,https://www.newyorker.com/magazine/1996/09/09,https://www.newyorker.com/magazine/1995/02/13/superman-my-son,https://www.newyorker.com/magazine/1991/04/22/back-bay-to-the-bundu,https://www.newyorker.com/magazine/1986/08/11,https://www.newyorker.com/magazine/1981/09/07/a-woman-and-a-foreigner,https://www.newyorker.com/magazine/1977/07/18/human-rights,https://www.newyorker.com/magazine/1971/06/26/man-of-the-theatre,https://www.newyorker.com/magazine/1967/04/15/pawpaw-pie,https://www.newyorker.com/magazine/1961/07/15,https://www.newyorker.com/magazine/1954/08/28/dr-perelman-i-presume-or-small-bore-in-africa-jet-propelled-turban,https://www.newyorker.com/magazine/1943/09/25/night-in-algiers
16,https://www.cnn.com/2022/10/18/africa/green-ammonia-hive-energy-scn-climate-spc-intl/index.html,https://www.bbc.com/news/world-africa-63656174,https://www.nbcnews.com/video/kenyan-warriors-mourn-queen-elizabeth-ii-under-the-shadow-of-colonialism-148578885738,,,https://www.washingtonpost.com/people/ishaan-tharoor/,https://www.newyorker.com/contributors/kristen-roupenian,https://www.newyorker.com/magazine/2021/03/08,https://www.newyorker.com/culture/the-new-yorker-documentary/how-a-busker-became-an-international-advocate-for-people-with-albinism,https://www.newyorker.com/culture/photo-booth/the-drum-majorettes-of-cape-town,https://www.newyorker.com/magazine/2017/06/26,https://www.newyorker.com/news/news-desk/the-dangerous-route-of-ethiopian-migrants,https://www.newyorker.com/contributors/jon-lee-anderson,https://www.newyorker.com/contributors/amy-davidson-sorkin,https://www.newyorker.com/books/page-turner/glenna-gordon-photographing-unphotographable,https://www.newyorker.com/magazine/2014/07/07,https://www.newyorker.com/magazine/2013/09/30,https://www.newyorker.com/news/news-desk/the-eight-most-fascinating-africans-of-2012,https://www.newyorker.com/magazine/2011/11/21/yaji,https://www.newyorker.com/magazine/the-current-cinema,https://www.newyorker.com/contributors/alexis-okeowo,https://www.newyorker.com/magazine/2010/07/12,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/contributors/evan-osnos,https://www.newyorker.com/magazine/2008/06/09,https://www.newyorker.com/contributors/david-denby,https://www.newyorker.com/magazine/2005/09/05/peacock,https://www.newyorker.com/magazine/2003/03/24/stone-of-the-heart,https://www.newyorker.com/magazine/2002/01/28/dont-lets-go-to-the-dogs-tonight,https://www.newyorker.com/magazine/2000/09/25/forsaken,https://www.newyorker.com/contributors/breyten-breytenbach,https://www.newyorker.com/contributors/jon-lee-anderson,https://www.newyorker.com/magazine/1997/10/06/stonewall-kabila,https://www.newyorker.com/magazine/1996/09/09/neighborhood-bully,https://www.newyorker.com/magazine/1995/02/13/superman-my-son,https://www.newyorker.com/magazine/1991/04/22/back-bay-to-the-bundu,https://www.newyorker.com/magazine/1986/08/11/strong-redux,https://www.newyorker.com/magazine/1981/09/07/a-woman-and-a-foreigner,https://www.newyorker.com/magazine/1977/07/18/human-rights,https://www.newyorker.com/magazine/1971/06/26/man-of-the-theatre,https://www.newyorker.com/magazine/1967/04/15/pawpaw-pie,https://www.newyorker.com/magazine/1961/07/15/the-african-magician,https://www.newyorker.com/magazine/1954/08/28/dr-perelman-i-presume-or-small-bore-in-africa-jet-propelled-turban,https://www.newyorker.com/magazine/1943/09/25/night-in-algiers
17,https://www.cnn.com/2022/11/05/africa/elephants-dead-kenya-intl/index.html,https://www.bbc.comhttp://www.bbc.co.uk/news/world-africa-29144792,https://www.nbcnews.com/video/man-mauled-to-death-by-lion-after-climbing-into-zoo-enclosure-147315781688,,,https://www.washingtonpost.com/climate-solutions/,https://www.newyorker.com/culture/the-new-yorker-documentary,https://www.newyorker.com/magazine/2021/03/08/fish-farming-is-feeding-the-globe-whats-the-cost-for-locals,https://www.newyorker.com/contributors/sarah-larson,https://www.newyorker.com/contributors/anakwa-dwamena,https://www.newyorker.com/magazine/2017/06/26/the-race-to-solar-power-africa,https://www.newyorker.com/contributors/nicolas-niarchos,https://www.newyorker.com/culture/photo-booth,https://www.newyorker.com/culture/cultural-comment,https://www.newyorker.com/contributors/teju-cole,https://www.newyorker.com/magazine/2014/07/07/save-the-elephants,https://www.newyorker.com/magazine/2013/09/30/now-serving,https://www.newyorker.com/contributors/alexis-okeowo,https://www.newyorker.com/magazine/2011/11/21/yaji,https://www.newyorker.com/magazine/2011/04/04,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/magazine/2010/07/12/an-honest-exit,https://www.newyorker.com/magazine/2010/01/11,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/magazine/2008/06/09/natasha-fiction-vladimir-nabokov,https://www.newyorker.com/magazine/our-far-flung-correspondents,https://www.newyorker.com/contributors/alexandra-fuller,https://www.newyorker.com/contributors/edna-obrien,https://www.newyorker.com/magazine/briefly-noted,https://www.newyorker.com/contributors/philip-gourevitch,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/magazine/books,https://www.newyorker.com/contributors/philip-gourevitch,https://www.newyorker.com/magazine/1996/09/09/neighborhood-bully,https://www.newyorker.com/contributors/thom-jones,https://www.newyorker.com/contributors/maria-thomas,https://www.newyorker.com/magazine/1986/08/11/strong-redux,https://www.newyorker.com/contributors/naomi-bliven,https://www.newyorker.com/contributors/elizabeth-drew,https://www.newyorker.com/contributors/jane-boutwell,https://www.newyorker.com/contributors/emily-hahn,https://www.newyorker.com/magazine/1961/07/15/the-african-magician,https://www.newyorker.com/contributors/s-j-perelman,https://www.newyorker.com/contributors/irwin-shaw
18,https://www.cnn.com/2022/10/05/africa/kenya-drought-wildlife-climate-intl-cmd/index.html,https://www.bbc.comhttps://www.bbc.co.uk/news/world-africa-61864392,https://www.nbcnews.com/video/early-count-shows-tight-kenyan-presidential-election-amid-low-voter-turnout-145864261556,,,https://www.washingtonpost.com/climate-solutions/2022/10/27/africa-black-rhinos-endangered-poaching/,https://www.newyorker.com/culture/the-new-yorker-documentary/the-vitality-and-fragility-of-trapping-grasshoppers,https://www.newyorker.com/magazine/2021/03/08/fish-farming-is-feeding-the-globe-whats-the-cost-for-locals,https://www.newyorker.com/culture/the-front-row,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/magazine/2017/06/26/the-race-to-solar-power-africa,https://www.newyorker.com/business/currency,https://www.newyorker.com/culture/photo-booth/guillaume-bonn-life-along-the-mosquito-coast,https://www.newyorker.com/culture/cultural-comment/hemingway-as-the-godfather-of-long-form,https://www.newyorker.com/business/currency,https://www.newyorker.com/magazine/2014/07/07/save-the-elephants,https://www.newyorker.com/magazine/2013/09/30/now-serving,https://www.newyorker.com/culture/photo-booth,https://www.newyorker.com/contributors/mohammed-naseehu-ali,https://www.newyorker.com/magazine/2011/04/04/time-bomb-anthony-lane,https://www.newyorker.com/news/news-desk/africas-election-week,https://www.newyorker.com/magazine/2010/07/12/an-honest-exit,https://www.newyorker.com/magazine/2010/01/11/safari-3,https://www.newyorker.com/news/evan-osnos/china-s-huddled-masses,https://www.newyorker.com/magazine/2008/06/09/natasha-fiction-vladimir-nabokov,https://www.newyorker.com/magazine/2006/10/02,https://www.newyorker.com/magazine/the-current-cinema,https://www.newyorker.com/magazine/the-current-cinema,https://www.newyorker.com/magazine/2001/10/08,https://www.newyorker.com/magazine/photograph,https://www.newyorker.com/magazine/1999/05/24,https://www.newyorker.com/magazine/1998/06/15,https://www.newyorker.com/magazine/sketchbook,https://www.newyorker.com/contributors/philip-gourevitch,https://www.newyorker.com/magazine/artist-at-large,https://www.newyorker.com/magazine/annals-of-exploration,https://www.newyorker.com/contributors/e-j-kahn,https://www.newyorker.com/magazine/profiles,https://www.newyorker.com/magazine/letter-from-sri-lanka,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/contributors/nadine-gordimer,https://www.newyorker.com/magazine/fiction,https://www.newyorker.com/magazine/books
19,https://www.cnn.com/2022/09/15/entertainment/the-woman-king-review/index.html,,https://www.nbcnews.com/video/russia-s-lavrov-accuses-the-west-of-impeding-ukrainian-talks-and-grain-deal-144714309953,,,https://www.washingtonpost.com/people/sudarsan-raghavan/,https://www.newyorker.com/culture/the-new-yorker-documentary/the-vitality-and-fragility-of-trapping-grasshoppers,https://www.newyorker.com/contributors/ian-urbina,https://www.newyorker.com/culture/the-front-row/rosine-mbakams-intimate-documentaries-of-cameroon-and-the-diaspora,https://www.newyorker.com/news/news-desk/kenyas-dangerous-path-toward-authoritarianism,https://www.newyorker.com/contributors/bill-mckibben,https://www.newyorker.com/business/currency/e-commerces-african-challenge-selling-to-people-who-arent-online,https://www.newyorker.com/culture/photo-booth/guillaume-bonn-life-along-the-mosquito-coast,https://www.newyorker.com/culture/cultural-comment/hemingway-as-the-godfather-of-long-form,https://www.newyorker.com/business/currency/investor-confronts-ebola-crisis-sierra-leone,https://www.newyorker.com/contributors/elizabeth-kolbert,https://www.newyorker.com/contributors/xan-rice,https://www.newyorker.com/culture/photo-booth/phoning-home-from-israel-2,https://www.newyorker.com/news/news-desk,https://www.newyorker.com/magazine/2011/04/04/time-bomb-anthony-lane,https://www.newyorker.com/news/news-desk/africas-election-week,https://www.newyorker.com/contributors/dinaw-mengestu,https://www.newyorker.com/magazine/2010/01/11/safari-3,https://www.newyorker.com/news/evan-osnos/china-s-huddled-masses,https://www.newyorker.com/contributors/vladimir-nabokov,https://www.newyorker.com/magazine/2006/10/02/the-path-of-stones,https://www.newyorker.com/magazine/2005/09/05,https://www.newyorker.com/magazine/2003/03/17,https://www.newyorker.com/magazine/2001/10/08/life-turns-man-up-and-down,https://www.newyorker.com/magazine/2000/09/25,https://www.newyorker.com/magazine/1999/05/24/miss-marys-sorrow,https://www.newyorker.com/magazine/1998/06/15/family-plot,https://www.newyorker.com/magazine/1997/08/18,https://www.newyorker.com/magazine/poems,https://www.newyorker.com/magazine/1994/10/17,https://www.newyorker.com/magazine/1991/04/08,https://www.newyorker.com/magazine/letter-from-europe,https://www.newyorker.com/magazine/1980/11/03,https://www.newyorker.com/magazine/1976/09/13,https://www.newyorker.com/magazine/1970/10/10,https://www.newyorker.com/magazine/1966/10/22,https://www.newyorker.com/magazine/books,https://www.newyorker.com/magazine/1954/08/14,https://www.newyorker.com/magazine/1943/05/01
